file_id,class_id,p_target,p_confusable,top_confusable,decision,priority,onset,offset,path_norm
fsd50k_speech_normal_521ccac5,speech_normal,0.9038,0.0006,shout_yell,auto_accept,,0.0,1.291,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_521ccac5.wav
fsd50k_speech_normal_5236b248,speech_normal,0.6709,0.0002,shout_yell,auto_accept,,0.0,2.107,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5236b248.wav
fsd50k_speech_normal_528285bf,speech_normal,0.8665,0.0,shout_yell,auto_accept,,0.0,1.01,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_528285bf.wav
fsd50k_speech_normal_52e0676a,speech_normal,0.8075,0.0001,shout_yell,auto_accept,,0.0,1.149,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_52e0676a.wav
fsd50k_speech_normal_52f9653b,speech_normal,0.8003,0.0001,shout_yell,auto_accept,,0.0,1.067,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_52f9653b.wav
fsd50k_speech_normal_535edcba,speech_normal,0.4672,0.0003,shout_yell,auto_accept,,0.0,3.453,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_535edcba.wav
fsd50k_speech_normal_536dcd67,speech_normal,0.8064,0.0001,shout_yell,auto_accept,,0.0,2.773,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_536dcd67.wav
fsd50k_speech_normal_53b3599c,speech_normal,0.7819,0.0001,shout_yell,auto_accept,,0.0,0.883,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_53b3599c.wav
fsd50k_speech_normal_544a3b61,speech_normal,0.858,0.0001,shout_yell,auto_accept,,0.0,0.802,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_544a3b61.wav
fsd50k_speech_normal_54a5e096,speech_normal,0.7947,0.0001,shout_yell,auto_accept,,0.269,2.543,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_54a5e096.wav
fsd50k_speech_normal_54f0d4a3,speech_normal,0.7935,0.0001,shout_yell,auto_accept,,18.829,29.868,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_54f0d4a3.wav
fsd50k_speech_normal_54fc8098,speech_normal,0.7654,0.0,shout_yell,auto_accept,,0.0,1.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_54fc8098.wav
fsd50k_speech_normal_5508e518,speech_normal,0.7985,0.0001,shout_yell,auto_accept,,0.0,1.627,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5508e518.wav
fsd50k_speech_normal_553f8d22,speech_normal,0.9051,0.0004,shout_yell,auto_accept,,6.348,11.076,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_553f8d22.wav
fsd50k_speech_normal_55d5424a,speech_normal,0.8225,0.0001,shout_yell,auto_accept,,0.0,0.772,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_55d5424a.wav
fsd50k_speech_normal_55d6a69a,speech_normal,0.8496,0.0001,shout_yell,auto_accept,,0.269,3.883,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_55d6a69a.wav
fsd50k_speech_normal_55effd01,speech_normal,0.5818,0.0006,shout_yell,auto_accept,,5.709,7.728,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_55effd01.wav
fsd50k_speech_normal_560521aa,speech_normal,0.8032,0.0002,shout_yell,auto_accept,,0.0,1.25,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_560521aa.wav
fsd50k_speech_normal_566188ce,speech_normal,0.8343,0.0001,shout_yell,auto_accept,,0.0,0.721,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_566188ce.wav
fsd50k_speech_normal_5666ffa8,speech_normal,0.7756,0.0001,shout_yell,auto_accept,,0.0,1.694,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5666ffa8.wav
fsd50k_speech_normal_56d2a97d,speech_normal,0.7905,0.0001,shout_yell,auto_accept,,0.0,0.725,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_56d2a97d.wav
fsd50k_speech_normal_56e45e63,speech_normal,0.7175,0.0002,shout_yell,auto_accept,,0.0,1.657,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_56e45e63.wav
fsd50k_speech_normal_572edb8a,speech_normal,0.7645,0.0004,shout_yell,auto_accept,,0.0,1.117,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_572edb8a.wav
fsd50k_speech_normal_576fefc9,speech_normal,0.7719,0.0002,shout_yell,auto_accept,,0.0,1.099,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_576fefc9.wav
fsd50k_speech_normal_5787d0be,speech_normal,0.7099,0.0006,shout_yell,auto_accept,,0.0,0.776,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5787d0be.wav
fsd50k_speech_normal_57919e48,speech_normal,0.8655,0.0002,shout_yell,auto_accept,,0.0,1.22,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_57919e48.wav
fsd50k_speech_normal_590667cf,speech_normal,0.8131,0.0001,shout_yell,auto_accept,,0.0,1.963,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_590667cf.wav
fsd50k_speech_normal_592b4613,speech_normal,0.438,0.0007,shout_yell,auto_accept,,0.0,1.016,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_592b4613.wav
fsd50k_speech_normal_59d0fb86,speech_normal,0.8728,0.0003,shout_yell,auto_accept,,0.27,3.637,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_59d0fb86.wav
fsd50k_speech_normal_59d1b6b3,speech_normal,0.6623,0.0003,shout_yell,auto_accept,,2.188,5.096,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_59d1b6b3.wav
fsd50k_speech_normal_5a35f2d1,speech_normal,0.7211,0.0002,shout_yell,auto_accept,,0.0,0.655,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5a35f2d1.wav
fsd50k_speech_normal_5a4ade94,speech_normal,0.839,0.0001,shout_yell,auto_accept,,0.0,2.602,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5a4ade94.wav
fsd50k_speech_normal_5a5960f6,speech_normal,0.86,0.0001,shout_yell,auto_accept,,0.0,1.985,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5a5960f6.wav
fsd50k_speech_normal_5b08591b,speech_normal,0.7927,0.0001,shout_yell,auto_accept,,0.0,0.49,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5b08591b.wav
fsd50k_speech_normal_5b38cd36,speech_normal,0.6569,0.0002,shout_yell,auto_accept,,0.0,2.183,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5b38cd36.wav
fsd50k_speech_normal_5b9d918f,speech_normal,0.706,0.0001,shout_yell,auto_accept,,0.0,3.419,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5b9d918f.wav
fsd50k_speech_normal_5bed3234,speech_normal,0.8391,0.0004,shout_yell,auto_accept,,0.269,1.966,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5bed3234.wav
fsd50k_speech_normal_5beeb517,speech_normal,0.7333,0.0002,shout_yell,auto_accept,,0.0,2.452,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5beeb517.wav
fsd50k_speech_normal_5c748a82,speech_normal,0.8257,0.0002,shout_yell,auto_accept,,0.0,2.5,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5c748a82.wav
fsd50k_speech_normal_5cd6987a,speech_normal,0.2944,0.0006,shout_yell,review,normal,0.0,0.964,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5cd6987a.wav
fsd50k_speech_normal_5d1e9e9c,speech_normal,0.8092,0.0001,shout_yell,auto_accept,,0.0,1.643,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5d1e9e9c.wav
fsd50k_speech_normal_5d29ba3e,speech_normal,0.8076,0.0002,shout_yell,auto_accept,,0.0,0.404,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5d29ba3e.wav
fsd50k_speech_normal_5d3857cb,speech_normal,0.7136,0.0003,shout_yell,auto_accept,,0.0,2.49,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5d3857cb.wav
fsd50k_speech_normal_5dc991a3,speech_normal,0.8283,0.0001,shout_yell,auto_accept,,0.0,0.907,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5dc991a3.wav
fsd50k_speech_normal_5de2282d,speech_normal,0.6444,0.0001,shout_yell,auto_accept,,0.0,1.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5de2282d.wav
fsd50k_speech_normal_5e027186,speech_normal,0.322,0.0003,shout_yell,auto_accept,,0.0,2.183,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5e027186.wav
fsd50k_speech_normal_5e706559,speech_normal,0.6801,0.0001,shout_yell,auto_accept,,0.0,0.662,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5e706559.wav
fsd50k_speech_normal_5e89b498,speech_normal,0.8147,0.0001,shout_yell,auto_accept,,0.0,3.059,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5e89b498.wav
fsd50k_speech_normal_5eb0c448,speech_normal,0.2312,0.0017,shout_yell,review,normal,0.0,1.009,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5eb0c448.wav
fsd50k_speech_normal_5ec5fc2f,speech_normal,0.5551,0.0002,shout_yell,auto_accept,,0.0,0.905,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5ec5fc2f.wav
fsd50k_speech_normal_5ec6461e,speech_normal,0.9172,0.0002,shout_yell,auto_accept,,0.91,10.608,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5ec6461e.wav
fsd50k_speech_normal_5ef71f3e,speech_normal,0.7252,0.0001,shout_yell,auto_accept,,0.0,6.785,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5ef71f3e.wav
fsd50k_speech_normal_5f098b94,speech_normal,0.4622,0.0004,shout_yell,auto_accept,,0.0,1.968,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5f098b94.wav
fsd50k_speech_normal_5f2ebdad,speech_normal,0.7113,0.0004,shout_yell,auto_accept,,0.0,1.117,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5f2ebdad.wav
fsd50k_speech_normal_5f72be73,speech_normal,0.7703,0.0001,shout_yell,auto_accept,,0.0,1.544,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5f72be73.wav
fsd50k_speech_normal_5f98fd86,speech_normal,0.7318,0.0002,shout_yell,auto_accept,,0.0,0.76,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_5f98fd86.wav
fsd50k_speech_normal_605926ad,speech_normal,0.796,0.0001,shout_yell,auto_accept,,0.0,1.39,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_605926ad.wav
fsd50k_speech_normal_608a5e5f,speech_normal,0.1527,0.0028,shout_yell,review,normal,1.228,3.884,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_608a5e5f.wav
fsd50k_speech_normal_60fdc3e0,speech_normal,0.7478,0.0001,shout_yell,auto_accept,,0.0,1.283,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_60fdc3e0.wav
fsd50k_speech_normal_612e3af1,speech_normal,0.7354,0.0002,shout_yell,auto_accept,,0.0,2.929,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_612e3af1.wav
fsd50k_speech_normal_6193bb10,speech_normal,0.7841,0.0002,shout_yell,auto_accept,,0.0,1.0,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6193bb10.wav
fsd50k_speech_normal_6221d9d8,speech_normal,0.5696,0.0027,shout_yell,auto_accept,,0.0,1.161,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6221d9d8.wav
fsd50k_speech_normal_632f69d2,speech_normal,0.8492,0.0001,shout_yell,auto_accept,,0.0,0.665,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_632f69d2.wav
fsd50k_speech_normal_63547745,speech_normal,0.8203,0.0002,shout_yell,auto_accept,,0.0,1.175,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_63547745.wav
fsd50k_speech_normal_63cce22f,speech_normal,0.5768,0.0003,shout_yell,auto_accept,,1.225,2.36,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_63cce22f.wav
fsd50k_speech_normal_6487ea15,speech_normal,0.6399,0.0001,shout_yell,auto_accept,,0.0,0.496,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6487ea15.wav
fsd50k_speech_normal_64f0e4b2,speech_normal,0.7126,0.0008,shout_yell,auto_accept,,0.0,4.419,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_64f0e4b2.wav
fsd50k_speech_normal_65a8c68b,speech_normal,0.6124,0.0001,shout_yell,auto_accept,,0.0,0.697,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_65a8c68b.wav
fsd50k_speech_normal_65b33349,speech_normal,0.7611,0.0001,shout_yell,auto_accept,,0.0,2.472,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_65b33349.wav
fsd50k_speech_normal_661a3655,speech_normal,0.7306,0.0001,shout_yell,auto_accept,,0.0,1.121,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_661a3655.wav
fsd50k_speech_normal_663c791e,speech_normal,0.7573,0.0004,shout_yell,auto_accept,,0.0,1.29,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_663c791e.wav
fsd50k_speech_normal_66533a99,speech_normal,0.6107,0.0002,shout_yell,auto_accept,,0.0,1.326,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_66533a99.wav
fsd50k_speech_normal_66844dfa,speech_normal,0.8337,0.0002,shout_yell,auto_accept,,0.0,0.866,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_66844dfa.wav
fsd50k_speech_normal_6701fd61,speech_normal,0.7435,0.0001,shout_yell,auto_accept,,0.0,0.441,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6701fd61.wav
fsd50k_speech_normal_681f5a99,speech_normal,0.4284,0.0008,shout_yell,auto_accept,,3.467,4.846,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_681f5a99.wav
fsd50k_speech_normal_683ec5fc,speech_normal,0.7664,0.0001,shout_yell,auto_accept,,0.0,0.695,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_683ec5fc.wav
fsd50k_speech_normal_683f9db5,speech_normal,0.627,0.0001,shout_yell,auto_accept,,0.0,0.581,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_683f9db5.wav
fsd50k_speech_normal_6869b5f6,speech_normal,0.816,0.0001,shout_yell,auto_accept,,0.0,1.159,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6869b5f6.wav
fsd50k_speech_normal_686f242d,speech_normal,0.7694,0.0001,shout_yell,auto_accept,,0.0,0.523,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_686f242d.wav
fsd50k_speech_normal_68b0fddb,speech_normal,0.5334,0.0004,shout_yell,auto_accept,,0.0,1.008,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_68b0fddb.wav
fsd50k_speech_normal_6916eab0,speech_normal,0.6491,0.0001,shout_yell,auto_accept,,0.0,0.672,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6916eab0.wav
fsd50k_speech_normal_69927e79,speech_normal,0.8634,0.0001,shout_yell,auto_accept,,0.0,2.331,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_69927e79.wav
fsd50k_speech_normal_6a273a51,speech_normal,0.8021,0.0011,shout_yell,auto_accept,,0.27,5.809,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6a273a51.wav
fsd50k_speech_normal_6a9d4435,speech_normal,0.1228,0.0011,shout_yell,review,normal,0.0,1.648,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6a9d4435.wav
fsd50k_speech_normal_6b218db0,speech_normal,0.7861,0.0002,shout_yell,auto_accept,,0.0,1.341,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6b218db0.wav
fsd50k_speech_normal_6b363dfd,speech_normal,0.8633,0.0004,shout_yell,auto_accept,,0.0,1.016,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6b363dfd.wav
fsd50k_speech_normal_6b36a9db,speech_normal,0.8285,0.0001,shout_yell,auto_accept,,0.0,1.327,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6b36a9db.wav
fsd50k_speech_normal_6b804a6c,speech_normal,0.8216,0.0002,shout_yell,auto_accept,,0.0,2.911,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6b804a6c.wav
fsd50k_speech_normal_6be25c61,speech_normal,0.8112,0.0002,shout_yell,auto_accept,,0.0,2.32,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6be25c61.wav
fsd50k_speech_normal_6c4dbb6c,speech_normal,0.8955,0.0008,shout_yell,auto_accept,,0.0,1.962,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6c4dbb6c.wav
fsd50k_speech_normal_6c7a99af,speech_normal,0.127,0.0002,shout_yell,review,normal,0.0,0.632,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6c7a99af.wav
fsd50k_speech_normal_6ca4b0e4,speech_normal,0.7223,0.0001,shout_yell,auto_accept,,0.0,4.655,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6ca4b0e4.wav
fsd50k_speech_normal_6d1aca16,speech_normal,0.7313,0.0002,shout_yell,auto_accept,,0.0,0.626,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6d1aca16.wav
fsd50k_speech_normal_6d253744,speech_normal,0.5835,0.0003,shout_yell,auto_accept,,0.0,2.281,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6d253744.wav
fsd50k_speech_normal_6dbd9fc9,speech_normal,0.6167,0.0003,shout_yell,auto_accept,,0.91,3.089,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6dbd9fc9.wav
fsd50k_speech_normal_6e1815aa,speech_normal,0.8403,0.0001,shout_yell,auto_accept,,0.0,0.813,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6e1815aa.wav
fsd50k_speech_normal_6e2f6e0e,speech_normal,0.1931,0.0003,shout_yell,review,normal,0.0,0.688,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6e2f6e0e.wav
fsd50k_speech_normal_6e344b05,speech_normal,0.0509,0.0001,shout_yell,review,normal,2.51,3.569,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6e344b05.wav
fsd50k_speech_normal_6e413ca9,speech_normal,0.7742,0.0002,shout_yell,auto_accept,,0.0,1.55,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6e413ca9.wav
fsd50k_speech_normal_6e9145e0,speech_normal,0.3979,0.0005,shout_yell,auto_accept,,1.227,2.604,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6e9145e0.wav
fsd50k_speech_normal_6ef93005,speech_normal,0.6992,0.0003,shout_yell,auto_accept,,0.0,2.602,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6ef93005.wav
fsd50k_speech_normal_6f189ab3,speech_normal,0.7454,0.0003,shout_yell,auto_accept,,0.0,0.956,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6f189ab3.wav
fsd50k_speech_normal_6f6721e3,speech_normal,0.184,0.0011,shout_yell,review,normal,1.544,2.8,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6f6721e3.wav
fsd50k_speech_normal_6f8b96be,speech_normal,0.3576,0.0004,shout_yell,auto_accept,,0.0,0.56,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6f8b96be.wav
fsd50k_speech_normal_6f9d0dcb,speech_normal,0.6544,0.0003,shout_yell,auto_accept,,0.909,2.498,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6f9d0dcb.wav
fsd50k_speech_normal_6fc947bd,speech_normal,0.1457,0.0009,shout_yell,review,normal,0.0,1.147,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_6fc947bd.wav
fsd50k_speech_normal_701006dc,speech_normal,0.7605,0.0001,shout_yell,auto_accept,,0.0,0.522,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_701006dc.wav
fsd50k_speech_normal_7065a271,speech_normal,0.7788,0.0001,shout_yell,auto_accept,,0.0,0.714,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_7065a271.wav
fsd50k_speech_normal_709c0d28,speech_normal,0.6777,0.0001,shout_yell,auto_accept,,0.27,3.586,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_709c0d28.wav
fsd50k_speech_normal_70db1aea,speech_normal,0.8618,0.0011,shout_yell,auto_accept,,2.509,12.167,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_70db1aea.wav
fsd50k_speech_normal_7185ec4e,speech_normal,0.8277,0.0001,shout_yell,auto_accept,,0.0,1.5,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_7185ec4e.wav
fsd50k_speech_normal_71ade30c,speech_normal,0.8458,0.0001,shout_yell,auto_accept,,0.0,1.277,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_71ade30c.wav
fsd50k_speech_normal_71d9e4ee,speech_normal,0.7887,0.0001,shout_yell,auto_accept,,0.0,1.73,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_71d9e4ee.wav
fsd50k_speech_normal_7244708b,speech_normal,0.7919,0.0001,shout_yell,auto_accept,,0.0,0.66,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_7244708b.wav
fsd50k_speech_normal_7287e55a,speech_normal,0.4311,0.0004,shout_yell,auto_accept,,0.0,1.007,D:\IUH_K18\HK1N5\KLTN\audio-security-rag\data\interim\normalized\speech_normal\fsd50k_speech_normal_7287e55a.wav
